term,length,letterCount,numberCount,spaceCount,startsWithNumber,endsWithNumber,isPartNumber
nrf52840qiaar,13,8,5,0,0,0,1
nucleoh743zi2,13,9,4,0,0,1,1
pic,3,3,0,0,0,0,0
red led,7,6,0,1,0,0,0
sn74lvc2t45dcur,15,10,5,0,0,0,1
sn75176bdr,10,5,5,0,0,0,1
tip122,6,3,3,0,0,1,1
tl494,5,2,3,0,0,1,1
tlp181,6,3,3,0,0,1,1
12015792,8,0,8,0,1,1,1
430250800,9,0,9,0,1,1,1
ac0603fr0710kl,14,6,8,0,0,0,1
atmega32u4,10,7,3,0,0,1,1
cl21a106kaynnne,15,10,5,0,0,0,1
jetson,6,6,0,0,0,0,0
lm3480im35.0nopb,16,8,7,0,0,0,1
lpc4337jet256,13,6,7,0,0,1,1
m4t32br12sh6,12,6,6,0,0,1,1
opa365aidbvr,12,9,3,0,0,0,1
rfid,4,4,0,0,0,0,0
stm32f303,9,4,5,0,0,1,1
stm32g474,9,4,5,0,0,1,1
stm32h747,9,4,5,0,0,1,1
stw4n150,8,4,4,0,0,1,1
tps2412pw,9,5,4,0,0,0,1
usbc,4,4,0,0,0,0,0
dcdc converter,14,13,0,1,0,0,0
ina240,6,3,3,0,0,1,1
jetson nano,11,10,0,1,0,0,0
ltc2875hs8,10,5,5,0,0,1,1
ltc6992cs61,11,5,6,0,0,1,1
mcp73831,8,3,5,0,0,1,1
mura160t3g,10,6,4,0,0,0,1
rc0805fr07100rl,15,6,9,0,0,0,1
stm32f767bit6,13,7,6,0,0,1,1
stw15nk90z,10,6,4,0,0,0,1
t491d106k050at,14,5,9,0,0,0,1
tlp293,6,3,3,0,0,1,1
tms5700914apzqq1,16,8,8,0,0,1,1
cmx993wq3,9,5,4,0,0,1,1
dspic33ep512mc806ipt,20,12,8,0,0,0,1
l78l05abutr,11,7,4,0,0,0,1
lmzm23601sil,12,7,5,0,0,0,1
ltc1856cg,9,5,4,0,0,0,1
mcp23s17eso,11,7,4,0,0,0,1
mmbt5551,8,4,4,0,0,1,1
pesd0402140,11,4,7,0,0,1,1
pesd2can,8,7,1,0,0,0,1
sn65lvdt2dbv,12,9,3,0,0,0,1
spc5517ebmlq66,14,8,6,0,0,1,1
stm32f437iit6,13,7,6,0,0,1,1
sucs32405c,10,5,5,0,0,0,1
tpd2e007dckr,12,8,4,0,0,0,1
tps7a6650qdgnrq1,16,10,6,0,0,1,1
ft232bl,7,4,3,0,0,0,1
lan8720aicp,11,7,4,0,0,0,1
lm2674mxadjnopb,15,11,4,0,0,0,1
lm2903dr2g,10,5,5,0,0,0,1
pc5554,6,2,4,0,0,1,1
rc0603fr073k3l,14,6,8,0,0,0,1
saktc264d40f200n bc,19,10,8,1,0,0,1
smaj30ca,8,6,2,0,0,0,1
spc560,6,3,3,0,0,1,1
tps82085silt,12,7,5,0,0,0,1
wima,4,4,0,0,0,0,0
xc7a,4,3,1,0,0,0,1
xp100100005r,12,3,9,0,0,0,1
dtm0612sa,9,5,4,0,0,0,1
ektm4c1294xl,12,7,5,0,0,0,1
iso124u,7,4,3,0,0,0,1
mocd207m,8,5,3,0,0,0,1
mura120t3g,10,6,4,0,0,0,1
oscilloscope,12,12,0,0,0,0,0
txs0108ergyr,12,8,4,0,0,0,1
04023c104kat2a,14,5,9,0,1,0,1
ad7656ystz,10,6,4,0,0,0,1
cc0603jrnpo9bn101,17,9,8,0,0,1,1
mmbt2222a7f,11,6,5,0,0,0,1
smaj58a,7,5,2,0,0,0,1
vni2140jtr,10,6,4,0,0,0,1
ads1299,7,3,4,0,0,1,1
bmi088,6,3,3,0,0,1,1
cm4,3,2,1,0,0,1,1
crcw060310r0fkea,16,9,7,0,0,0,1
cy62177ev30ll55zxi,18,9,9,0,0,0,1
gcj188r71h104ka12d,18,8,10,0,0,0,1
lt1014dsw,9,5,4,0,0,0,1
lt3741efe,9,5,4,0,0,0,1
ltc6655bhms81.25,16,7,8,0,0,1,1
stm32f205vgt6,13,7,6,0,0,1,1
tms320f28034pnt,15,7,8,0,0,0,1
100uf 25v,9,3,5,1,1,0,0
atmega328pmu,12,9,3,0,0,0,1
boost converter,15,14,0,1,0,0,0
bss138n h6327,13,5,7,1,0,1,1
bts711l1,8,4,4,0,0,1,1
c0402c103k5ractu,16,8,8,0,0,0,1
cl05b103kb5nnnc,15,9,6,0,0,0,1
dp83848ivvxnopb,15,10,5,0,0,0,1
grm188r71a225ke15d,18,8,10,0,0,0,1
lmx2594,7,3,4,0,0,1,1
mlx90316,8,3,5,0,0,1,1
ne555dr,7,4,3,0,0,0,1
power resistor,14,13,0,1,0,0,0
sic mosfet,10,9,0,1,0,0,0
smbj12ca,8,6,2,0,0,0,1
smbj30a,7,5,2,0,0,0,1
sn74lvc1g04dckr,15,10,5,0,0,0,1
srv054.tct,10,6,3,0,0,0,1
standoffs,9,9,0,0,0,0,0
stm32f469iit6,13,7,6,0,0,1,1
test point,10,9,0,1,0,0,0
tps54308,8,3,5,0,0,1,1
wican,5,5,0,0,0,0,0
532610471,9,0,9,0,1,1,1
ada4255acpz,11,7,4,0,0,0,1
atxmega128d4mh,14,10,4,0,0,0,1
dcdc converter,14,13,0,1,0,0,0
dp83867isrgzr,13,8,5,0,0,0,1
emk325abj107mmt,15,9,6,0,0,0,1
grm155r60j475me47d,18,8,10,0,0,0,1
grm155r71e103ka01d,18,8,10,0,0,0,1
grm188r6ya475ke15d,18,9,9,0,0,0,1
ksz8873mlli,11,7,4,0,0,0,1
mc33079dr2g,11,5,6,0,0,0,1
mmsz5245bt1g,12,7,5,0,0,0,1
ne555p,6,3,3,0,0,0,1
rc0603fr0747kl,14,6,8,0,0,0,1
sn74lvc2g17dbvr,15,10,5,0,0,0,1
stm32f401,9,4,5,0,0,1,1
12v,3,1,2,0,1,0,0
1r0,3,1,2,0,1,1,1
2961105,7,0,7,0,1,1,1
am4376bzdna100,14,7,7,0,0,1,1
bd140,5,2,3,0,0,1,1
bme688,6,3,3,0,0,1,1
bts500551tma,12,6,6,0,0,0,1
cl31a226kahnnne,15,10,5,0,0,0,1
grm188r60j226mea0d,18,9,9,0,0,0,1
grm21br61c106ke15l,18,9,9,0,0,0,1
l6234pd013tr,12,5,7,0,0,0,1
ltc4412es6,10,5,5,0,0,1,1
nucleof746zg,12,9,3,0,0,0,1
potentiometer 10k,17,14,2,1,0,0,0
sn74lvc1g04dbvr,15,10,5,0,0,0,1
tlp2934,7,3,4,0,0,1,1
0603b104k500ct,14,4,10,0,1,0,1
2820871,7,0,7,0,1,1,1
65c02,5,1,4,0,1,1,1
ac0603fr070rl,13,6,7,0,0,0,1
ad620arz,8,5,3,0,0,0,1
am3358bzcza100,14,7,7,0,0,1,1
atmega328pb,11,8,3,0,0,0,1
bss83ph6327,11,5,6,0,0,1,1
c1608x7r1h104k080aa,19,7,12,0,0,0,1
cc0603krx7r8bb104,17,8,9,0,0,1,1
cl10a226mp8nune,15,9,6,0,0,0,1
ffh60up60s,10,6,4,0,0,0,1
gcm155r71h104ke02j,18,8,10,0,0,0,1
grm155r71e104ke14d,18,8,10,0,0,0,1
l7805,5,1,4,0,0,1,1
lt1121ist5,10,5,5,0,0,1,1
ltc6992,7,3,4,0,0,1,1
mbrd835lt4g,11,7,4,0,0,0,1
pca9685,7,3,4,0,0,1,1
ref1112aidbzr,13,9,4,0,0,0,1
smbj5.0ca,9,6,2,0,0,0,1
stm32h745xih6,13,7,6,0,0,1,1
vnd5e004atre,12,8,4,0,0,0,1
vnq7040aytr,11,7,4,0,0,0,1
xc2c38410tqg144i,16,7,9,0,0,0,1
xlr,3,3,0,0,0,0,1
15300027,8,0,8,0,1,1,1
ad8436acpzr7,12,7,5,0,0,1,1
atmega32aau,11,9,2,0,0,0,1
bss84ph6327xtsa2,16,9,7,0,0,1,1
c0805c105k5ractu,16,8,8,0,0,0,1
crcw04024k70fked,16,9,7,0,0,0,1
crcw08050000z0eahp,18,9,9,0,0,0,1
jtag,4,4,0,0,0,0,0
lan8720a,8,4,4,0,0,0,1
lmd18200t,9,4,5,0,0,0,1
lmz31530rlgt,12,7,5,0,0,0,1
ltc6655bhms84.096,17,7,9,0,0,1,1
nucleof429zi,12,9,3,0,0,0,1
rmcf0402zt0r00,14,7,7,0,0,1,1
s29al016j70tfi020,17,7,10,0,0,1,1
sn6501,6,2,4,0,0,1,1
sth3n1502,9,4,5,0,0,1,1
stm32f446ret6,13,7,6,0,0,1,1
tbd62083afng,12,7,5,0,0,0,1
tms320c6678acypa25,18,9,9,0,0,1,1
w25q128,7,2,5,0,0,1,1
1062200122,10,0,10,0,1,1,1
b540c13f,8,3,5,0,0,0,1
cy8c4125lqas433,15,7,8,0,0,1,1
dc fan,6,5,0,1,0,0,0
dp83867ergzt,12,7,5,0,0,0,1
ferrule,7,7,0,0,0,0,0
l293d,5,2,3,0,0,0,1
ncp1117st50t3g,14,7,7,0,0,0,1
nrf24l01,8,4,4,0,0,1,1
s1g,3,2,1,0,0,0,1
saktc277t64f200n dc,19,10,8,1,0,0,1
stm32f407igt7,13,7,6,0,0,1,1
tps2491dgsr,11,7,4,0,0,0,1
xcf01svog20c,12,8,4,0,0,0,1
430310001,9,0,9,0,1,1,1
74hc04,6,2,4,0,1,1,1
9635301,7,0,7,0,1,1,1
ad5780,6,2,4,0,0,1,1
ads1148ipwr,11,7,4,0,0,0,1
cc0402krx7r9bb103,17,8,9,0,0,1,1
er311,5,2,3,0,0,1,1
gcm1555c1h101ja16d,18,8,10,0,0,0,1
gcm188r71c105ka64d,18,8,10,0,0,0,1
ina226,6,3,3,0,0,1,1
l6699dtr,8,4,4,0,0,0,1
lm358dt,7,4,3,0,0,0,1
ltc4279iufd,11,7,4,0,0,0,1
magnet,6,6,0,0,0,0,0
mc33072dr2g,11,5,6,0,0,0,1
mc33078dr2g,11,5,6,0,0,0,1
mt3608,6,2,4,0,0,1,1
nup2201mr6t1g,13,7,6,0,0,0,1
s29jl032j70tfi320,17,7,10,0,0,1,1
saktc399xp256f300s bd,21,11,9,1,0,0,1
sfp,3,3,0,0,0,0,1
sn74lvc1t45dbvr,15,10,5,0,0,0,1
spc5645sf1vlu,13,8,5,0,0,0,1
stm32f207igt6,13,7,6,0,0,1,1
stm32h750,9,4,5,0,0,1,1
tms320f28377sptpt,17,9,8,0,0,0,1
1n4148wtp,9,4,5,0,1,0,1
acm70v7012pltl00,16,8,8,0,0,1,1
ar8031al1b,10,5,5,0,0,0,1
boost,5,5,0,0,0,0,0
erj8gey0r00v,12,8,4,0,0,0,1
lm7321mfnopb,12,8,4,0,0,0,1
ltc4041eufd,11,7,4,0,0,0,1
mbrs340,7,4,3,0,0,1,1
pic32mx695f512l80ipt,20,10,10,0,0,0,1
rc0603fr07470rl,15,6,9,0,0,0,1
tm4c1294ncpdti3,15,9,6,0,0,1,1
triac,5,5,0,0,0,0,0
w12s,4,2,2,0,0,0,1
2sa1943,7,2,5,0,1,1,1
atxmega128a3umh,15,11,4,0,0,0,1
bss84ph6327,11,5,6,0,0,1,1
c1210c106k5ractu,16,8,8,0,0,0,1
cc0603krx7r9bb102,17,8,9,0,0,1,1
logic level,11,10,0,1,0,0,0
mpz2012s101at000,16,6,10,0,0,1,1
ref3033aidbzr,13,9,4,0,0,0,1
sn74lvc2g14dbvr,15,10,5,0,0,0,1
stlinkv2isol,12,11,1,0,0,0,1
st10f276z5t3,12,5,7,0,0,1,1
stm32g070cbt6,13,7,6,0,0,1,1
tlv3202aidgkr,13,9,4,0,0,0,1
tps546d24arvfr,14,9,5,0,0,0,1
ucc28070pwr,11,6,5,0,0,0,1
xc6slx42tqg144c,15,9,6,0,0,0,1
106,3,0,3,0,1,1,1
5019,4,0,4,0,1,1,1
895ft232rl,10,4,6,0,1,0,1
ad8253armz,10,6,4,0,0,0,1
ad9361,6,2,4,0,0,1,1
apt1608sgc,10,6,4,0,0,0,1
bss131h6327xtsa1,16,8,8,0,0,1,1
cl10a105ka8nnnc,15,9,6,0,0,0,1
datasheet,9,9,0,0,0,0,0
dtm062s,7,4,3,0,0,0,1
launchxlf28379d,15,10,5,0,0,0,1
low noise,9,8,0,1,0,0,0
lp5907mfx3.3nopb,16,9,6,0,0,0,1
ltc1867acgn,11,7,4,0,0,0,1
mc7805ctg,9,5,4,0,0,0,1
mcimx6y2cvm08ab,15,11,4,0,0,0,1
meanwell,8,8,0,0,0,0,0
mmsz5231bt1g,12,7,5,0,0,0,1
ndt3055l,8,4,4,0,0,0,1
pgb1010603mr,12,5,7,0,0,0,1
stm32h743iik6,13,7,6,0,0,1,1
usb isolator,12,11,0,1,0,0,0
10m08,5,1,4,0,1,1,1
12124075,8,0,8,0,1,1,1
2n7002dw,8,3,5,0,1,0,1
antennas,8,8,0,0,0,0,0
atmega88paau,12,10,2,0,0,0,1
hx1188nl,8,4,4,0,0,0,1
ksz8995xa,9,5,4,0,0,0,1
ltc2420cs8,10,5,5,0,0,1,1
mic20261ym,10,5,5,0,0,0,1
mlx90640,8,3,5,0,0,1,1
tlp127,6,3,3,0,0,1,1
vn5016ajtre,11,7,4,0,0,0,1
8500114,8,0,8,0,1,1,1
470uf 25v,9,3,5,1,1,0,0
742792641,9,0,9,0,1,1,1
act45b1012ptl003,16,7,9,0,0,1,1
ad8231acpzr7,12,7,5,0,0,1,1
adhv47021bcpz,13,8,5,0,0,0,1
attenuator,10,10,0,0,0,0,0
bas7004,7,3,4,0,0,1,1
bc80740,7,2,5,0,0,1,1
bss138g,7,4,3,0,0,0,1
choke,5,5,0,0,0,0,0
ds1307,6,2,4,0,0,1,1
grm155r71c224ka12d,18,8,10,0,0,0,1
hammond,7,7,0,0,0,0,0
ltc6655,7,3,4,0,0,1,1
mc68332aceh25,13,6,7,0,0,1,1
mcp23s17,8,4,4,0,0,1,1
mmbt4401lt1g,12,7,5,0,0,0,1
pca9306dctr,11,7,4,0,0,0,1
pnp,3,3,0,0,0,0,1
rc0603fr0720kl,14,6,8,0,0,0,1
rohs,4,4,0,0,0,0,0
sn74lvc1t45dckr,15,10,5,0,0,0,1
stm32f765vit6,13,7,6,0,0,1,1
tdk,3,3,0,0,0,0,0
tps54060dgqr,12,7,5,0,0,0,1
ublox,5,5,0,0,0,0,0
100uf 100v,10,3,6,1,1,0,0
564r60gad22,11,4,7,0,1,1,1
ad7606,6,2,4,0,0,1,1
cl31a106mbhnnne,15,10,5,0,0,0,1
cyusb3014bzxi,13,9,4,0,0,0,1
heat shrink tubing,18,16,0,2,0,0,0
ipt60r125cfd7,13,7,6,0,0,1,1
ldl1117s33r,11,5,6,0,0,0,1
led smd,7,6,0,1,0,0,0
lm2903dr,8,4,4,0,0,0,1
ltc3633efe,10,6,4,0,0,0,1
m209990246,10,1,9,0,0,1,1
m2430821f,9,2,7,0,0,0,1
pca9306dcur,11,7,4,0,0,0,1
ref192esz,9,6,3,0,0,0,1
sn65hvd1781dr,13,7,6,0,0,0,1
tcm163ax,8,5,3,0,0,0,1
u.flrsmt1,9,7,1,0,0,1,1
xtr106ua,8,5,3,0,0,0,1
2n5401,6,1,5,0,1,1,1
ad8436arqz,10,6,4,0,0,0,1
adalmpluto,10,10,0,0,0,0,1
apds9006020,11,4,7,0,0,1,1
attiny8520su,12,8,4,0,0,0,1
cat24c256wigt3,14,8,6,0,0,1,1
cc0603krx7r9bb105,17,8,9,0,0,1,1
cga3e1x7r1e105k080ac,20,10,10,0,0,0,1
erj6enf1002v,12,7,5,0,0,0,1
hcpl316j500e,12,6,6,0,0,0,1
lm1117imp3.3nopb,16,9,6,0,0,0,1
lm1117mpx3.3,12,5,6,0,0,1,1
lmz31530rlg,11,6,5,0,0,0,1
ltc2452cts8,11,6,5,0,0,1,1
ltc4367ims8,11,6,5,0,0,1,1
mr4a16bcma35,12,7,5,0,0,1,1
nucleof767zi,12,9,3,0,0,0,1
pd55003e,8,3,5,0,0,0,1
pic24fj256gb108ipt,18,10,8,0,0,0,1
pogo,4,4,0,0,0,0,0
rc0603fr071k5l,14,6,8,0,0,0,1
bat54clt1g,10,7,3,0,0,0,1
bss138w,7,4,3,0,0,0,1
dp83848,7,2,5,0,0,1,1
hbridge,7,7,0,0,0,0,0
harting,7,7,0,0,0,0,0
ld1117s33tr,11,5,6,0,0,0,1
lm2675madjnopb,14,10,4,0,0,0,1
mc78m05cdtrkg,13,9,4,0,0,0,1
mk60dn512vlq10,14,7,7,0,0,1,1
mur1560g,8,4,4,0,0,0,1
rc0402fr0733rl,14,6,8,0,0,0,1
shunt resistor,14,13,0,1,0,0,0
solenoid,8,8,0,0,0,0,0
tps7a3301rgw,12,7,5,0,0,0,1
04025c104kat2a,14,5,9,0,1,0,1
06035c102kat2a,14,5,9,0,1,0,1
ad8479arz,9,5,4,0,0,0,1
ada40962armz,12,7,5,0,0,0,1
at28hc64b12ju,13,7,6,0,0,0,1
c0603c105k3ractu,16,8,8,0,0,0,1
l9396,5,1,4,0,0,1,1
ltc1867ign,10,6,4,0,0,0,1
mmbf170,7,4,3,0,0,1,1
ref3012aidbzr,13,9,4,0,0,0,1
si2323dst1e3,12,6,6,0,0,1,1
smbj24ca,8,6,2,0,0,0,1
sn65hvd230d,11,6,5,0,0,0,1
spc5567,7,3,4,0,0,1,1
stm32f030,9,4,5,0,0,1,1
stm32mp135fdk,13,8,5,0,0,0,1
3296w1103lf,11,3,8,0,1,0,1
40n60,5,1,4,0,1,1,1
430300001,9,0,9,0,1,1,1
ad5063brmz,10,6,4,0,0,0,1
ad8223,6,2,4,0,0,1,1
erj3ekf1000v,12,7,5,0,0,0,1
esp32h2,7,4,3,0,0,1,1
grm32er61c476ke15l,18,9,9,0,0,0,1
lidar,5,5,0,0,0,0,0
linear regulator,16,15,0,1,0,0,0
lm337impnopb,12,9,3,0,0,0,1
lt6555iuf,9,5,4,0,0,0,1
ptn78060wad,11,6,5,0,0,0,1
r5f10wmgafb,11,8,3,0,0,0,1
a3985sldtrt,11,7,4,0,0,0,1
ads1220,7,3,4,0,0,1,1
aduc841bsz625,13,7,6,0,0,1,1
beaglebone,10,10,0,0,0,0,0
c1608x5r1e106m080ac,19,7,12,0,0,0,1
ethernet switch,15,14,0,1,0,0,0
iso3086tdwr,11,7,4,0,0,0,1
lm324dt,7,4,3,0,0,0,1
lnd150,6,3,3,0,0,1,1
m22520101,9,1,8,0,0,1,1
m95m02drmn6tp,13,8,5,0,0,0,1
mbr0520,7,3,4,0,0,1,1
mcp23017ess,11,6,5,0,0,0,1
rc0805fr074k7l,14,6,8,0,0,0,1
resistor smd,12,11,0,1,0,0,0
stm32f405rgt,12,7,5,0,0,0,1
stm32h745zit6,13,7,6,0,0,1,1
tpd2eusb30drtr,14,11,3,0,0,0,1
wg82574it,9,4,5,0,0,0,1
xc6slx752csg484i,16,9,7,0,0,0,1
ad8606armz,10,6,4,0,0,0,1
bc857,5,2,3,0,0,1,1
bcp56,5,3,2,0,0,1,1
grm033r61a104ke15d,18,8,10,0,0,0,1
lmzm23601silt,13,8,5,0,0,0,1
lt1054,6,2,4,0,0,1,1
lt1175cs8,9,4,5,0,0,1,1
mcp6002,7,3,4,0,0,1,1
ncp1377bdr2g,12,7,5,0,0,0,1
phoenix contact,15,14,0,1,0,0,0
sg3525ang,9,5,4,0,0,0,1
sn74lv1t34dbvr,14,9,5,0,0,0,1
sn74lvc2g07dbvr,15,10,5,0,0,0,1
uv led,6,5,0,1,0,0,0
vnq7050ajtr,11,7,4,0,0,0,1
1054500101,10,0,10,0,1,1,1
ad7768bstz,10,6,4,0,0,0,1
fds4480,7,3,4,0,0,1,1
lm317ldr2g,10,6,4,0,0,0,1
mcimx537cvp8c2r2,16,10,6,0,0,1,1
mur1620ctg,10,6,4,0,0,0,1
neutrik,7,7,0,0,0,0,0
prtr5v0u2x215,13,7,6,0,0,1,1
sm4007,6,2,4,0,0,1,1
stm32f746,9,4,5,0,0,1,1
stm32h743zgt6,13,7,6,0,0,1,1
thermal fuse,12,11,0,1,0,0,0
uln2003d1013tr,14,6,8,0,0,0,1
vnq5027aktre,12,8,4,0,0,0,1
100nf capacitor,15,11,3,1,1,0,0
11233431,8,0,8,0,1,1,1
12077411,8,0,8,0,1,1,1
acs712elctr20at,15,10,5,0,0,0,1
at6220116141,12,2,10,0,0,1,1
c0805c104k5rac,14,6,8,0,0,0,1
c1608x5r1h105k080ab,19,7,12,0,0,0,1
cl10a106kp8nnnc,15,9,6,0,0,0,1
dp83848ivvnopb,14,9,5,0,0,0,1
heat sinks,10,9,0,1,0,0,0
load switch,11,10,0,1,0,0,0
lr8k4g,6,4,2,0,0,0,1
lt1210ct7,9,4,5,0,0,1,1
mc9s08gt16acfde,15,10,5,0,0,0,1
nucleof401re,12,9,3,0,0,0,1
opa2227ua,9,5,4,0,0,0,1
pesd1can215,11,7,4,0,0,1,1
picoblade,9,9,0,0,0,0,0
power,5,5,0,0,0,0,0
smp,3,3,0,0,0,0,0
stm32mp1,8,5,3,0,0,1,1
tlp2814,7,3,4,0,0,1,1
trimmer,7,7,0,0,0,0,0
xc7s,4,3,1,0,0,0,1
1ss355vmte17,12,6,6,0,1,1,1
74hc08,6,2,4,0,1,1,1
ad5235,6,2,4,0,0,1,1
ad7266bcpz,10,6,4,0,0,0,1
adf4351bcpz,11,7,4,0,0,0,1
ads7924irter,12,8,4,0,0,0,1
asp13448601,11,3,8,0,0,1,1
at89c51ed2rltum,15,10,5,0,0,0,1
banana plugs,12,11,0,1,0,0,0
bss84p,6,4,2,0,0,0,1
ft232hl,7,4,3,0,0,0,1
jack,4,4,0,0,0,0,0
lm358dr2g,9,5,4,0,0,0,1
mc33035dwr2g,12,6,6,0,0,0,1
mcp2551,7,3,4,0,0,1,1
shtc3,5,4,1,0,0,1,1
t491a106k016at,14,5,9,0,0,0,1
tc2030,6,2,4,0,0,1,1
w4s,3,2,1,0,0,0,1
ztx653,6,3,3,0,0,1,1
625s1je3,8,3,5,0,1,1,1
a3p250,6,2,4,0,0,1,1
at90can6416mu,13,7,6,0,0,0,1
atxmega256a3bumh,16,12,4,0,0,0,1
cl05a104ka5nnnc,15,9,6,0,0,0,1
em204,5,2,3,0,0,1,1
irfz44n,7,5,2,0,0,0,1
iso1042,7,3,4,0,0,1,1
laser diode,11,10,0,1,0,0,0
lt3462aes6,10,5,5,0,0,1,1
opa828,6,3,3,0,0,1,1
sn65hvd230,10,5,5,0,0,1,1
tlp785,6,3,3,0,0,1,1
trs3232eqpwrq1,14,9,5,0,0,1,1
usb3320cezktr,13,9,4,0,0,0,1
cga4j1x7r1e475k125ac,20,10,10,0,0,0,1
dc motor,8,7,0,1,0,0,0
faston,6,6,0,0,0,0,0
fdll4148,8,4,4,0,0,1,1
grm1885c1h101ja01d,18,8,10,0,0,0,1
irf4905pbf,10,6,4,0,0,0,1
lt1963aest3.3,13,6,6,0,0,1,1
lt3092,6,2,4,0,0,1,1
ltc1966,7,3,4,0,0,1,1
m3902956348,11,1,10,0,0,1,1
mc705p6acdwe,12,8,4,0,0,0,1
mc9s08pa16avtj,14,9,5,0,0,0,1
opa2180qdgkrq1,14,9,5,0,0,1,1
rk73h1jttd1000f,15,8,7,0,0,0,1
saw filter,10,9,0,1,0,0,0
stlink,6,6,0,0,0,0,0
tps3808g33dbvr,14,8,6,0,0,0,1
xc6slx93tqg144i,15,9,6,0,0,0,1
1054500101,10,0,10,0,1,1,1
1062160622,10,0,10,0,1,1,1
8289221,7,0,7,0,1,1,1
at24c02csshmt,13,9,4,0,0,0,1
balun,5,5,0,0,0,0,0
bmp280,6,3,3,0,0,1,1
bnc connector,13,12,0,1,0,0,0
c1005x5r1a475k050bc,19,7,12,0,0,0,1
crcw040210r0fked,16,9,7,0,0,0,1
dc jack,7,6,0,1,0,0,0
iso122p,7,4,3,0,0,0,1
ksz8863,7,3,4,0,0,1,1
lan8742acztr,12,8,4,0,0,0,1
lt1129ist5,10,5,5,0,0,1,1
mmcx,4,4,0,0,0,0,1
nc7sz74k8x,10,6,4,0,0,0,1
rj11,4,2,2,0,0,1,1
stfw3n150,9,5,4,0,0,1,1
tlv1117lv33dcyr,15,9,6,0,0,0,1
1050170001,10,0,10,0,1,1,1
2200uf,6,2,4,0,1,0,0
2n7002215,9,1,8,0,1,1,1
4835d,5,1,4,0,1,0,1
a3979slptrt,11,7,4,0,0,0,1
bmi270,6,3,3,0,0,1,1
cl10a106ma8nrnc,15,9,6,0,0,0,1
dcr010505u,10,4,6,0,0,0,1
grt188r61h105ke13d,18,8,10,0,0,0,1
ina240a1pw,10,6,4,0,0,0,1
isow1412,8,4,4,0,0,1,1
lm317empnopb,12,9,3,0,0,0,1
ltc1859ig,9,5,4,0,0,0,1
mura220t3g,10,6,4,0,0,0,1
omron,5,5,0,0,0,0,0
pic32mx575f512h80ipt,20,10,10,0,0,0,1
smbj15a,7,5,2,0,0,0,1
stm32f417vgt6,13,7,6,0,0,1,1
stm32g070rbt6,13,7,6,0,0,1,1
thermal paste,13,12,0,1,0,0,0
2060708,7,0,7,0,1,1,1
742792097,9,0,9,0,1,1,1
c0603c104k4ractu,16,8,8,0,0,0,1
cp2102n,7,3,4,0,0,0,1
erj1gn0r00c,11,7,4,0,0,0,1
gcm21br71a106ke22l,18,9,9,0,0,0,1
lmd18200tnopb,13,8,5,0,0,0,1
lmz31,5,3,2,0,0,1,1
ltc6995is61,11,5,6,0,0,1,1
nc7sb3157p6x,12,6,6,0,0,0,1
ncv8402addr2g,13,8,5,0,0,0,1
opa4277ua2k5,12,6,6,0,0,1,1
rk73h1jttd1003f,15,8,7,0,0,0,1
sn65hvd72dr,11,7,4,0,0,0,1
stm32f427,9,4,5,0,0,1,1
tact switch,11,10,0,1,0,0,0
tm4c1294ncpdtt3,15,9,6,0,0,1,1
tps53315rgfr,12,7,5,0,0,0,1
tps54060adgqr,13,8,5,0,0,0,1
vni4140k,8,4,4,0,0,0,1
xcf32pvog48c,12,8,4,0,0,0,1
xtr300airgwr,12,9,3,0,0,0,1
1j63,4,1,3,0,1,1,1
2n2907,6,1,5,0,1,1,1
ac0402jr070rl,13,6,7,0,0,0,1
ad9833,6,2,4,0,0,1,1
audio,5,5,0,0,0,0,0
cl21a106koqnnne,15,10,5,0,0,0,1
cy62167ev30ll45zxi,18,9,9,0,0,0,1
digital isolator,16,15,0,1,0,0,0
gcm155r71h103ka55j,18,8,10,0,0,0,1
ltc4269idkd1,12,7,5,0,0,1,1
lvds,4,4,0,0,0,0,1
saktc222s16f133n ac,19,10,8,1,0,0,1
sn6501qdbvrq1,13,8,5,0,0,1,1
ss24,4,2,2,0,0,1,1
tms320f28377dptpq,17,9,8,0,0,0,1
tps82084silr,12,7,5,0,0,0,1
tsr 12450,9,3,5,1,0,1,1
xc2c2567tqg144i,15,7,8,0,0,0,1
330uf,5,2,3,0,1,0,0
39000041,8,0,8,0,1,1,1
39000038,8,0,8,0,1,1,1
6404562,7,0,7,0,1,1,1
atmega16aau,11,9,2,0,0,0,1
bts134d,7,4,3,0,0,0,1
c0603c104k5rac,14,6,8,0,0,0,1
c0603c105k4ractu,16,8,8,0,0,0,1
coil,4,4,0,0,0,0,0
erj3geyj103v,12,8,4,0,0,0,1
l7812cv,7,3,4,0,0,0,1
ltc1760ifw,10,6,4,0,0,0,1
pmic,4,4,0,0,0,0,0
rc0402fr071k5l,14,6,8,0,0,0,1
rc0402fr0720kl,14,6,8,0,0,0,1
resistor kit,12,11,0,1,0,0,0
sata,4,4,0,0,0,0,1
si5338abgmr,11,7,4,0,0,0,1
sma cable,9,8,0,1,0,0,0
st link,7,6,0,1,0,0,0
vn7,3,2,1,0,0,1,1
216qcnala15fgs,14,9,5,0,1,0,1
adau1442ysvz3a,14,9,5,0,0,0,1
adum5401arwz,12,8,4,0,0,0,1
bas4004,7,3,4,0,0,1,1
